rev_id,labels
713282512,5
710914360,1
709661263,6
709501729,1
709412832,
709637467,3
710496549,5
709980246,3
712649250,3
712490045,
714263147,
711565501,5
711527723,
710367285,5
711985387,3
712089495,3
713576983,
709686704,"5,8"
713814504,3
711620455,"5,8"
711010677,3
714252405,"5,10"
709871321,0
709929512,5
713659394,5
712267997,
709979365,5
709916455,5
713951850,
710235889,
712916363,
713637953,10
709846157,5
713879463,9
713089181,10
711319377,3
713657226,4
711596113,
712732099,5
714366038,
713253194,"2,5,8"
711973384,3
711949384,
710125568,
710395625,9
710173685,3
713249998,
710746993,5
713008277,8
712413619,1
713920077,0
710580874,
709469249,
709948651,8
710644226,3
711749325,6
710897342,
710532339,3
714417289,5
709732736,
714190584,"5,8"
710389433,
713350352,6
712649960,3
714292526,3
711988972,5
709447610,1
710835574,5
710043064,2
710034983,
709748732,
711182148,5
711333672,5
713013754,1
714013254,10
714274586,
714022550,5
712960440,8
710083309,5
713251634,5
710829504,5
712442051,
711780257,5
713450406,
710796818,1
711839688,0
712241786,"5,8,10"
710884985,5
711926256,
713874361,5
709446095,5
710774824,"5,8"
711870275,3
709981236,
709883055,
713572022,0
710466224,
711344720,
713518196,
712255587,
712800577,5
713639266,7
712023366,
710811454,"5,10"
711513179,8
712279610,9
711667739,5
710452599,5
710041342,5
714144386,1
712382130,5
709420927,0
712994094,5
710847556,1
711702069,1
712893940,5
712853238,
712163571,
713896408,3
710884774,"8,9"
713564706,
710763942,5
712488160,5
709452016,
714339344,5
714003651,"5,8"
714207011,"5,8"
714062009,1
713226539,0
712675031,0
710352576,8
709497838,3
710335992,
710909547,
713257368,5
711737730,
713320963,5
713283789,5
713139143,"5,8"
713645532,"1,5,8"
711499690,
713489681,"5,8"
710950570,
711840893,5
709820125,3
710756145,5
712228689,3
713563690,5
711810379,10
711371219,2
710145811,
712823869,5
709493188,"5,8"
709511285,3
711527172,
713640765,8
713128019,
709403473,
709519609,5
712981021,5
709496027,
709938908,
712336693,
712444085,10
711752591,13
711794446,"3,8"
710347856,
714404720,5
710702772,9
714185067,3
709537160,
712145584,"5,8"
709820357,5
713408225,5
710518487,5
709544968,8
712372407,5
712889953,5
711083876,5
712019644,1
711870246,2
710046888,8
713170190,
712292150,3
712794359,9
713989974,5
711431855,
710459677,3
709448349,6
710085321,5
710499746,5
713475216,
710142327,5
712403737,6
710131264,5
712122272,"5,8"
711605343,
709797130,5
714112539,
713054399,"5,8"
710655152,1
710709919,
712546790,
711109733,
711407631,
710092669,3
714227973,4
710181833,1
713643853,"2,5"
714152379,
710848193,"5,8"
712270982,
712457674,5
710935620,
709401043,
712450863,5
711311130,5
713704931,
709407279,
710227025,
711408826,
710239715,
713178180,5
712180542,9
713544856,
711691772,"3,10"
712534038,
712395621,"5,8"
710557601,3
710013459,"5,8"
714282152,5
711460441,6
713400617,5
713420398,5
714106665,8
710572412,
711759099,1
709649379,
710612450,5
710939161,1
709450037,13
710878824,
713274260,9
710684116,3
711059889,13
711880414,5
710330803,
713642045,10
714386719,
712634328,
712890056,3
711538163,
713236948,
713774188,10
713615746,
710076642,"8,9"
712483836,"8,9"
710198233,
710116841,
712985079,
709606311,1
714425004,5
710386465,8
713392524,"3,8"
709877723,"3,9"
711917080,
711898359,3
711396959,
710939896,"8,9"
714115092,2
712836867,2
713131180,5
711899461,
711603222,
713910900,
711632928,5
709558890,3
710123803,
713895715,"5,8"
709540242,
709729471,"3,5"
709662214,3
714164682,"1,5"
711641585,"3,10"
712129146,
713019916,6
714151659,8
710435328,3
709706933,11
712856218,
711328768,9
711943230,0
711295478,
714124564,
711358842,3
710747310,
711973282,
711127078,3
710138260,8
711484929,4
714126926,
712922619,5
709554676,5
710668502,
712581921,
710740537,
711798782,5
710038683,5
709798981,
712467600,1
710386606,
710825930,
712500125,5
713015261,9
709415730,0
714050501,1
710288220,8
713589970,5
709597236,5
712829681,
710899839,1
714248745,
710001635,
714217363,
712220744,
710845760,
714380359,
714386589,
711924345,
712133803,
711859912,9
713167761,3
713875363,1
713584179,5
713794955,
712376254,3
709400272,5
713589974,5
711354330,8
710618372,"5,10"
711627978,5
712683562,10
711456658,9
710073890,3
710271510,10
713441053,"2,5"
713454947,
712504136,3
712737777,10
712086592,3
711395445,8
711435109,
713847265,5
712682506,
712387070,5
710586038,5
709721307,
711811210,5
712300546,9
710116380,10
711987992,
714383510,2
711104531,9
711976758,5
710783323,5
710510345,6
711634766,5
711104448,
712271379,
714129066,
711240733,10
712056399,5
712811046,5
711960206,1
711248038,
713180462,1
711286420,5
711536908,
713897691,4
710037527,8
709426049,5
710473405,5
711169401,"5,8"
709415797,
710149579,5
711492907,
710381037,8
709780391,5
709993502,
710340258,10
709666790,5
711146920,
710006731,8
709728094,0
710400300,3
710799139,3
710067537,
712433201,
710680017,"5,8"
712575241,"8,9"
712740110,
709876704,"5,8"
713544696,
711727227,"8,9"
713937964,
709462796,5
714053277,"5,11"
712736738,3
713786688,"1,2,5"
712301088,9
709995994,"1,5"
710123482,
712350758,3
712578818,5
710390657,9
714405180,
709918894,0
713892224,1
711606708,5
710175700,"5,8"
710226412,5
710849167,5
710136007,9
713710252,5
712509680,5
710971121,3
712790417,3
709904113,3
712261195,5
713179616,
709469188,"5,8"
710291845,
711786165,
713486405,"5,8"
712544437,1
713564483,3
713221450,
709788251,5
711434223,5
709542636,1
711082158,"1,3,8"
713205382,1
709931482,
713151561,"5,8"
712435360,11
714350643,1
712339839,10
709875300,9
711998213,8
710215842,
712903927,1
709857568,
709547579,6
711082277,"5,8"
712222139,
714336510,3
713246319,"8,9"
710897149,10
710761901,1
710337112,8
710641521,
713323038,5
714251212,
710352245,3
711039771,9
709608905,3
711824758,
713387784,
709569012,"5,8"
712621986,5
712713599,3
711177263,5
713283414,0
712284600,1
710421724,
711348020,
709956440,
710235803,"5,8"
712728518,"5,8"
714421140,
711325126,
712906533,5
712757255,8
712347138,5
712869975,9
711869664,
711767750,9
710125132,5
711839728,"3,5"
710604315,
711600152,3
713961691,
712862709,5
710747729,9
714199818,5
711395994,2
713229068,9
709618272,
712489324,"8,10"
710779259,
712301827,9
712129199,5
710039803,
713498180,
713586132,5
710253011,
713364319,0
712437909,8
714377288,8
710699567,
714270838,8
709485309,5
713694913,8
714161660,
714202677,5
711392989,5
712866407,5
712259287,3
711947918,5
714009016,
711915603,
713241961,
712470518,
709650885,8
713945877,"1,7"
712579010,5
711837509,5
710883281,
713974411,8
713719379,5
713293341,
712004214,1
714299340,3
713686641,3
714251318,8
709840641,5
713010532,5
709943329,
709927459,
712706303,10
713509045,5
712323271,5
709448334,9
709720569,"1,5"
713783426,8
713311330,
714398364,
711993414,"2,5"
709496824,10
709530969,
711283227,5
710739541,5
713903822,3
712899860,3
713917341,
709718643,10
712148546,
712513855,5
711419713,9
713594221,2
711639397,5
713262489,
712759076,5
713305847,
711537213,0
711871932,5
709494361,5
710949331,8
709896082,7
711756034,
709464826,8
709781700,
710811574,1
709995404,1
709960418,11
709918626,5
709616848,5
712104273,1
711528668,5
714411487,8
714059085,
712930366,
713883419,"5,10"
712941518,8
709998222,
711944479,3
712103334,5
714358368,5
711083650,"3,5"
714207639,9
710155350,
710079143,2
712563389,5
711184211,
713624558,3
714328193,7
712710695,
713784564,6
712645305,
713956955,5
713410625,3
709775237,
710445952,5
711081596,1
709708512,5
710820458,5
713871039,
710730650,
713480605,3
714054335,0
709575356,6
710176093,5
712035776,5
713785575,5
714300744,5
710143729,5
714288225,
710524035,3
710699052,"3,5,10"
710994025,
713181478,7
710840860,
714351555,5
711860427,9
711500953,10
713230314,"2,5"
711219531,5
713089982,5
711370671,3
710609798,5
709673486,9
712810315,9
710220512,10
710389852,"2,7"
711708916,
713038810,
711579221,
713769462,10
711895687,5
711155564,5
711466220,2
709667564,5
711534831,7
714335759,5
712506298,5
709927860,
709728938,
710064120,3
714011053,8
711623796,3
709945208,10
713996513,5
712050921,5
713303696,"5,8"
710505002,3
712407470,5
710235308,
711472294,"5,9"
710803980,8
711332168,2
712965679,5
709784238,
712343604,5
713141544,8
711575402,9
712809315,6
714395249,
713689644,
713181636,4
713932268,5
712316236,
710714828,
714014713,
709565623,3
711230730,"5,8"
713321563,3
712513872,5
710512162,3
713602710,6
709574427,9
712679343,3
711417088,3
713039347,
709665279,
712936333,5
711831019,
710615371,
712377865,
712951853,9
711703905,5
714035795,5
712112225,
710415050,3
711245643,5
712830739,10
713993874,"5,8"
711077570,9
710654865,5
714239358,"5,8"
712805723,5
713300912,2
712743476,5
713450653,
710706210,
710506667,3
714253954,
714284035,"8,9"
713742829,9
710401609,9
712415987,
710643325,8
714186465,
713509827,
714167447,"3,5"
712406311,
713342291,5
710139410,5
712190786,5
713184579,"5,8"
711665913,
712573190,"3,13"
713553446,9
712630591,3
712485097,5
710387227,
711826497,
710455471,"5,8"
713128827,5
712293038,
710320420,9
709899667,
713301525,5
714080397,5
713928496,5
709429335,
714208980,"5,8"
709963341,
711810324,3
712243909,10
709915900,"5,8"
710239439,5
713234526,5
711124228,1
712976476,5
712315577,9
713886072,1
710512145,10
712285742,5
713137944,"8,9"
714314346,
710775527,"3,5"
709957649,9
711545568,
713662231,1
711817863,3
710704217,5
711818219,
711065594,5
712258581,3
710318242,5
714204713,1
709787297,
713426199,8
710261460,0
710003313,8
712878922,5
710802328,6
711399961,1
709969919,
709520695,5
712284597,8
710313482,2
710956616,"2,3"
709495924,3
709762388,5
713781776,"5,8"
709662837,5
712060278,
712446685,
709800203,7
709514081,3
711275960,10
711472412,8
714234936,"5,10"
709511774,
711068573,"5,8"
711725373,5
711858855,3
711925685,
712613788,5
712940276,
713147137,"5,8"
711693630,3
711460263,5
712868929,7
710284029,5
713905668,10
713861295,10
712678227,
710856325,"5,8"
709557536,1
711773677,4
711070561,
713719997,2
713274751,
712466209,5
709708241,
713229555,
713984104,1
714319293,10
712950325,
710601589,
711052631,
713769954,6
710282037,9
711265816,5
712856483,5
713089832,8
713429100,
711217302,5
709408143,8
711624279,
713037072,
713945665,5
710611260,
712566122,"0,3"
713518621,
710900256,5
711411902,8
711332368,5
712611177,"5,8"
709700655,8
711197358,"1,5"
711479370,5
710268689,1
710542646,9
710159246,
712346499,5
710088534,9
713704254,
710420826,5
711435980,3
709796217,8
712731200,1
712827009,
710842955,
710861901,
711253633,2
713409169,
712157338,5
712447132,8
712350442,10
711226626,5
714089788,12
713257541,
713571972,"5,8"
712373862,1
711547508,
711003413,8
712157132,8
712550402,5
712449394,5
712248025,
711611942,"8,9"
712551535,7
709440361,3
710391679,5
711160675,"5,8"
709708209,5
712318608,
712998461,5
713716694,
714382090,6
713134920,
709869081,5
710836966,5
712183624,5
713747080,13
710144144,10
712476127,11
714371715,3
711467413,5
711553146,8
711887837,1
709865219,6
710240832,7
712929668,3
712044597,7
714222844,
711127218,
709631485,5
712953288,3
709498618,"3,9"
713070391,
713553398,
710682781,"5,8"
712093901,10
712800900,"5,8"
713310052,
713633011,1
711323911,5
712625023,3
710817387,5
709758839,5
713378691,3
711363184,
714289677,
709605453,3
712164143,1
710586197,1
714169930,"5,12"
712619504,3
714093569,8
711728221,0
714033710,5
714119377,9
714376995,3
712171514,5
710658129,10
711175131,1
711865280,5
712472986,6
710588410,"8,10"
710679520,3
711932836,5
710229659,5
710631085,
712093730,
711738941,5
712800057,9
710963879,3
714083309,5
712237189,8
711071368,
711295888,7
713075201,5
709486795,5
713033498,
711850899,3
714091372,3
712044143,
713724754,0
710226030,7
709548570,5
714403780,5
712062510,"3,10"
711530992,5
714245064,6
714039665,1
711601752,0
710402765,1
713956039,
712240809,8
712214980,1
711744474,"5,8"
711983500,"5,8"
712741597,9
711595942,5
709438013,5
713090074,5
709668598,6
713830039,3
713340012,5
712273928,5
710243057,9
711806619,
710768476,1
710846191,
712943795,2
711561116,11
709532310,8
712225734,3
710598717,"8,9"
711892498,8
712627397,
712872657,
713688330,7
713959892,"5,10"
710636851,5
710434932,7
711851187,5
710823115,5
709879330,9
710083729,"5,8"
710752284,8
713757551,
711740083,
714326027,"5,8"
712524551,5
713019750,2
711771182,3
714053619,2
712268772,5
710950969,9
710167525,8
709590147,5
713156984,
712359221,8
711786745,
714251400,"3,8"
712273012,3
711764367,
713070457,
713602049,9
713216959,
710627013,5
711368119,9
713268876,3
712249015,"5,10"
712499640,9
714404562,
710544184,3
712356126,3
709494056,
713783199,4
711750626,8
710221574,6
713194762,9
712744719,5
710319435,
713597486,2
710182245,
711539467,1
712768228,5
711016507,2
712157942,5
713477114,3
711012648,"5,8"
711896129,5
712720922,3
711752685,
713085135,5
713927188,8
709989274,3
713208300,1
711657310,1
710287482,5
709704532,5
711267038,"3,5"
710608464,8
713103704,
712177559,
711955832,
711149371,2
713343873,
714369228,1
712050342,
710661456,5
713623495,
712304091,3
711433975,5
713954966,8
711046254,
712858125,3
710361229,"5,11"
710366819,5
711987950,5
712382492,5
711278542,1
709742521,
712523187,5
710464504,
710566234,9
710927185,3
710219558,5
711395588,
713599779,5
714097843,
712688369,5
712543164,12
709590882,
712121285,5
713499039,9
712854508,3
713005336,8
712707931,10
709899538,"5,8"
714061295,8
711450684,5
713324228,9
709644226,8
709676608,9
712340385,
712146367,
710442015,5
711517458,"1,5"
710142366,5
709846419,3
713976865,
713342509,2
712281068,8
709580479,5
712987959,"5,10"
709447081,5
711453676,
713980620,8
713004627,5
709874093,
713246353,5
710704644,5
714371002,
712165169,9
709722612,
713580145,"3,8"
713851830,"5,8"
712963513,9
709805539,5
711957214,
710819617,5
712944218,5
709670121,10
714083926,"8,9"
710650820,5
711404042,3
711868425,5
711336232,5
712604838,
712303490,5
714139314,"3,5,9"
709974433,"3,8"
711448940,
712379276,8
713896920,5
712748315,5
714260985,5
712852577,
714362949,8
709881850,8
714143221,"5,8"
712578855,5
714054454,
710705952,5
712987988,
710273719,1
714364346,
713558396,5
714252949,5
713785837,
709877588,9
709978827,10
711224477,
710653942,
709654754,10
712893064,
713111413,5
712782527,
709713051,3
709740540,
710983088,
709777938,5
710511069,3
713556844,5
713476898,2
710056225,0
713299333,
712366964,5
712377535,
710363958,9
710011055,5
712092096,
713887396,1
713105152,5
714416658,"3,8"
710449129,5
712993642,
714306838,5
711666950,
709646644,5
713454735,
713144570,3
712253488,5
711713684,13
713980427,1
712849145,5
712841667,
714247237,3
713816277,
712211084,3
712228966,"1,5"
710081655,8
711003516,9
710294865,4
711648198,0
709700950,3
709693019,7
714117472,
712076824,5
714153080,10
711121904,6
713747241,1
710113526,
712072484,5
712732059,
713645652,
710887563,5
710229685,5
709739645,5
714378070,3
713853655,10
709450626,5
709401095,3
713931854,5
714266713,6
710319390,5
714168614,5
713160880,
710519833,3
712889367,6
714296091,5
711777292,
714267541,9
713101309,
709659167,8
712629102,5
714311892,"3,5"
709519738,
712999216,7
711210687,9
714105918,
711459565,8
710262662,3
713399002,3
713006559,3
713326362,1
711793567,
711776490,
710549924,
710657943,
709753452,3
713281401,3
714141468,5
712311949,
709492711,11
711816696,5
710565182,5
713174707,
709400643,"3,10"
710514893,5
710873676,
714237632,5
713193980,5
713235482,5
710701729,
710787238,"5,8"
710687682,8
710717055,
713250812,1
710253020,"5,8,9"
710994157,5
714272271,"1,3,11"
713920726,
710574877,5
710465259,5
712797958,5
710668204,5
712219833,9
710730740,"2,5,8"
711420243,5
710486224,
709802882,5
712864119,3
710395499,"5,8"
713966634,
711868264,5
711725794,5
710983480,
714252488,7
711862231,5
710640809,
712136527,8
711405785,
710690944,
713834025,5
711121938,
710832020,
711273314,
709453079,8
712352455,5
709788264,5
710082444,2
712934733,3
709833206,3
712289654,
712770830,1
710429820,5
709563625,1
712719935,
712661087,5
714088807,"5,8"
712067218,10
713884529,
713495753,"5,8,9"
712407251,
713550415,
711143575,
712782607,0
714294408,3
710584040,3
713704393,
710763171,
711981438,5
710301214,5
711712732,8
713333990,
711548896,"3,8"
713549936,5
712264828,3
714129847,"2,5"
710182080,
712535806,
709721276,
712402515,3
712668903,5
711413815,3
710961170,10
713632340,
714246413,5
711347845,3
713433248,"5,11"
713505287,"5,8,9"
713883422,8
709634119,"5,8,9"
714286208,9
714260396,5
710987672,
711875380,5
712059641,"5,8"
713639450,"5,8"
710476862,3
710486649,9
710159908,10
712080803,
712364697,8
712323357,1
712805235,5
711705652,8
712193483,
711795435,
710641010,5
712225907,3
713527959,
709625143,6
713031755,5
714103629,
714367035,
711011279,5
710456898,5
712581053,5
709460330,4
709922586,8
712531079,
711266598,
713547282,
712770715,
709826792,5
713365558,
714190968,5
714052718,1
713622694,5
712538616,3
709439173,5
713848987,5
712357881,10
710729228,5
711601350,1
710093168,5
714267511,5
710332891,
711939264,
709660114,"5,8"
713218954,12
710811462,"5,8"
712841654,
710881549,"5,8"
711882733,"5,8"
714247747,
711670378,2
714324354,5
712553560,
712383560,
711586237,
713195845,
713982961,
711985530,5
711048528,5
709788824,
710012795,
712130083,"5,8"
710842567,5
712978601,1
709475664,5
712621925,4
709858295,10
709595848,3
712745929,10
712618354,7
712802784,5
713853260,
710727751,3
713919247,3
710429989,3
714247771,8
713117675,3
711121763,5
710652537,1
712315435,3
713244938,5
710128244,1
710166542,5
712351251,9
713967318,10
713525579,5
709822112,"5,9"
713728999,8
711158839,5
714121400,8
713568983,5
712669487,6
714071045,
710122362,
710168658,5
712547725,
709524238,
710158972,5
713711923,
710732886,5
712377149,3
711454148,6
711806616,8
711815425,6
714303738,"5,8"
710162506,3
710769273,3
711521384,5
710439572,3
710807773,5
712101101,
714068920,3
710946736,3
711657620,5
711267630,5
711970857,3
709924709,11
711172819,
709888866,"5,10"
711025969,1
712482765,
709869699,
712074218,8
710767560,5
714286984,6
712209487,5
710231950,5
714410792,
709534313,5
711287503,
711944844,1
709839094,5
712373665,
712234112,3
712698007,5
712930648,
714335266,
711235319,"8,10"
714017163,5
709694941,
712870284,8
711730425,
710217950,"3,5"
710153268,1
712545549,3
713512619,5
711276759,1
713592397,1
712976089,6
712278375,8
713540624,3
711851921,
711169994,8
711539173,3
713914216,10
713437279,0
710195801,"5,8"
710793951,
709634950,"5,8"
713019922,0
714085760,
711349026,
714411343,
711212976,8
713480567,9
710496610,"5,8,9"
711231220,
711396544,10
710600968,5
711275337,
714361016,"3,5"
710186943,5
713145646,5
713888367,
711605385,5
711827459,5
714068971,
713095069,13
709425839,5
712006432,5
711562838,
710389296,10
713864658,8
710342576,3
711821613,"5,8"
709674838,
710106688,"5,8"
712071157,
714070283,
713969765,10
710180145,
711731687,"5,8"
711482011,
710223689,1
710590735,6
710484903,1
712375959,5
713617949,
710007795,10
712429610,3
712120856,3
711282807,5
709736839,5
713258105,
713299590,5
711307397,
714416693,3
710595578,5
710476731,5
711724663,
710360282,"5,8"
713360439,1
712037171,"5,8"
710088790,5
709883528,5
712116780,
709812325,5
711495057,1
713404252,0
710733956,"5,9"
711951848,10
711233051,
712799358,10
714090258,3
712594757,3
709459301,5
713354424,"3,5"
713241796,
714050405,9
713517325,
709990622,8
711441551,
714267762,8
713056959,5
709435279,6
712852261,
714031569,5
709437210,3
714177487,9
711170717,5
713039440,5
709495640,
711816013,
710733981,
714166898,
709893207,5
710566124,"5,9"
713553128,8
714303666,5
709414466,
713586182,5
714107902,8
709418179,2
710614492,1
714062880,3
711383548,5
709955027,6
710361987,5
710920180,8
713798009,
714412148,
710235676,3
712754732,8
714232295,5
712103626,5
712402067,
711236862,5
712009054,5
710104968,9
714118527,"1,9"
713089281,5
713016305,8
712102243,5
709858615,
712763106,10
714298689,2
713876122,6
711518204,"2,5"
710882844,5
709968398,3
711986338,5
712999003,
710431869,10
710983798,
709755106,5
711903695,5
712618968,8
712032257,
714084362,3
710910973,
713533556,5
711622566,5
712541058,1
711400304,
711204977,
709611092,3
711329734,1
712388583,"5,8"
711952779,
713352127,5
714421115,3
709779644,3
713166263,5
712376698,10
710395129,7
710960102,2
713983240,
711503031,5
712165260,3
712000653,9
709677984,8
713244098,10
712666740,
711596596,5
712836878,
711889417,
711603883,3
709425519,"3,11"
709431134,"3,5"
713114929,5
711494094,
710978933,"1,9"
713852099,5
710027981,
714145415,1
709583580,0
714098505,2
713623740,
712798054,5
709492754,
710823838,5
712503132,3
713398851,5
710990258,
714112757,
710274403,
713377331,10
714064035,3
713964444,3
712821363,5
712159608,9
712353836,1
710293654,10
710857538,"2,9"
713760914,5
710496208,
713569200,5
710540154,5
711871505,5
712540109,"1,5"
711584983,8
711240890,
713205081,7
711767084,3
713350754,8
713096419,
710515096,3
712798265,3
712495864,1
712555144,5
710049928,
713718131,3
709767754,"1,5,8"
710569619,
711690628,8
714082542,
712338432,
712883171,5
711537781,6
712203774,
710957205,
710263485,5
711536746,3
711725115,1
714079968,8
710027766,1
710777244,
711718552,
709653551,3
710968118,
712623330,3
712134839,10
711851295,5
712215613,3
711021320,5
709731668,10
710138479,6
712579355,
712409212,8
711390921,
712998659,8
711156034,
709594557,
710165388,5
711034447,0
712076003,3
711073147,5
713142542,
712765621,3
713039165,
710841983,
712920369,"3,5"
711944988,3
709582948,5
711798716,5
713823182,8
709444218,
713809595,4
713298231,10
714241914,
711469102,
711279740,
713382260,7
709574889,9
711774929,"5,8"
710670703,
711428958,6
714317778,8
713252685,3
710949672,5
712875514,
713228568,0
713475350,5
714004837,5
713644608,5
713314848,10
712788879,10
712833075,5
712174219,
713527222,1
714373563,
712467887,5
711772904,1
709687980,5
710956004,"8,9"
714103627,5
712138061,5
709487933,
709945865,2
711528603,8
709573722,"3,5"
713024452,8
713356629,5
714287935,
711244516,5
711784501,5
710569124,
709461246,
714350038,
713281734,5
713135596,"3,5"
713539216,5
710781334,5
713247932,5
711642756,10
712734230,9
710378745,
712515663,5
710429481,5
711284416,
713133361,
713756220,5
709750273,3
710663989,3
712987140,5
712973187,"5,8"
713537701,0
712295415,5
710560712,
713787153,"3,8"
710283739,3
714371921,9
712780558,5
712844056,5
710915120,
713191218,
713795313,
711283112,2
709908765,
709411347,"5,8"
713381528,
710249901,5
710636680,
711155568,
713746673,
713750492,
711937564,10
709798300,5
714036792,5
712997777,8
712509804,5
713312894,8
710894045,"3,10"
712178300,
711718885,
714226468,5
711493842,5
711615012,5
710469962,5
711615567,
710699270,5
711889040,6
712423244,5
710954812,
712942693,0
709760321,3
711596358,8
712743662,5
711450856,5
709714975,1
713575947,5
713597824,
710707013,1
711470891,5
712957769,5
713584904,5
713055476,"1,5"
712465509,5
713819851,"2,3,5"
710784758,5
710443287,3
710334789,
711375048,
714179240,6
713527477,5
709907481,1
709973770,
712257633,9
710536729,5
710148180,3
709874270,5
709968470,3
713440780,5
713568839,
711032295,5
714278058,
712053541,
714141653,3
711589709,5
714033496,5
713150939,9
713478621,3
709639780,3
712709007,5
711574965,3
711251941,5
713992631,
714087263,0
711963731,3
710613742,10
713048101,5
710235106,
709635125,3
713868035,
711958002,
711074142,
712546571,
712653266,3
710663096,9
713522390,"5,8"
711920410,6
714132372,10
709479378,10
714200000,5
713717750,8
711912145,5
712011235,1
710289129,
710927837,8
713937443,8
714099441,10
712012022,9
709594716,2
711240107,3
713854726,5
709537858,6
709671934,9
714218594,3
710868336,8
714335881,4
710708126,"8,9"
714414088,7
709438023,
709966937,5
711895222,9
710610090,9
713558661,1
712527670,9
713260543,5
712312370,
710158752,5
709774509,3
709537250,
710529078,5
712911795,1
709832884,5
712554558,"5,8"
713065156,9
714147174,8
710151962,8
713359896,
711812006,8
713744254,6
713858639,5
712845641,
714165509,"5,8"
710381094,8
710507201,3
710761326,8
710843863,
714046410,
713159413,5
709620383,
711990671,9
712271514,3
711300706,5
710562281,6
713351479,"5,8"
710267519,
714375043,
713130891,5
713535944,5
714216427,
710819250,5
710557663,
711575884,
711276356,
709399911,5
710137513,"2,5"
713353539,"3,5,8"
710892764,5
713221813,
709711482,5
709883682,3
713912793,9
709681022,
714262386,6
713211647,1
710513714,
713284302,
711428519,10
709806172,5
710733117,5
711172043,8
711717215,5
712253951,"5,11"
709840015,0
714084196,5
713929356,
714300827,3
710864111,5
712545111,8
709461156,7
710592311,5
713765143,5
711964096,
712781079,5
711834757,5
713664161,3
711951906,
712823395,5
711446575,5
710333499,6
710001910,9
713214916,"2,3"
713211902,9
712287104,5
712859836,8
710637654,"8,9"
712335604,"5,8"
711835424,11
710742737,5
710523771,
711322831,3
709938000,
713473027,"5,10"
710093519,5
714344737,5
709454746,1
709831069,3
713725569,
712917887,5
713287438,"8,9"
711998935,8
713485041,5
712546494,3
711799981,9
712176627,3
711782416,12
711743034,3
713127310,"3,8"
711369421,5
710229781,
713048374,3
710224548,8
709483233,5
713187517,
710282677,
709541666,2
710121968,1
713249695,"1,9"
710152289,
712386920,"9,10"
711692261,3
712230934,0
710935943,3
709889725,10
713086752,9
713860964,
710395423,"8,9"
710957826,5
714346865,
712044436,
709649987,
710471326,5
710714950,"1,5"
709452905,"1,3"
711357499,5
712455531,3
710312778,8
712039169,3
710786727,3
711858960,7
709647417,8
709854727,
711855309,5
712706863,
711634226,3
710452206,5
713186687,5
713809193,10
712821871,4
712366777,
714155385,5
710110522,8
713628775,5
710279326,"8,9"
713038535,5
709440564,6
712554009,7
714297461,5
710053083,3
713907690,3
714173516,
711603580,"3,5"
713415431,1
714014378,5
710990022,
713493953,8
709519702,0
711541505,8
710356605,
713056409,
712159273,1
711274807,
710656733,5
711452478,12
712389560,5
714041680,"5,8"
710595226,
713971812,5
714207121,2
710353267,
714295866,5
711395408,8
713902201,3
713374004,5
711237483,
713533211,8
710225911,
710696253,
709585900,
713993522,
714088668,5
713547331,1
711025592,5
710243243,5
712384076,5
710870522,3
711053047,"5,8"
712691894,5
712046609,
714007181,0
710757284,10
709912544,"8,9"
710650581,1
710167206,5
713237303,8
712929745,"1,5"
713650829,1
713262053,
713732047,
711135696,6
711010773,5
712563936,
711861860,5
713290055,5
714186706,2
711068769,
709426768,
714152523,3
712436177,
711567932,
710358121,
709447337,6
712473068,5
710650825,5
713303530,3
710173541,5
711696156,
713220122,5
713868529,13
713234467,3
711275236,5
712912008,1
713265320,
713710390,"5,8"
711260575,0
712337260,
714218375,
709508851,5
712651243,8
710326402,7
713889190,5
713540295,1
713435585,5
711286170,
712896994,2
711227207,
713494863,5
710499620,8
710027388,3
713966165,10
709691634,5
712027653,5
709771507,
713343503,
714154250,1
710759798,8
710940158,5
713009023,5
713528645,9
711596837,5
709557319,0
709399512,5
710184958,7
714004718,
710667811,5
711392203,
711888967,5
712347215,5
714077424,"5,8"
710034529,6
713888379,
713464163,9
712632226,9
711141629,8
712464305,
709402662,5
713998217,"5,8"
711770932,3
713224625,10
714333583,5
711886189,6
710168503,5
711742999,5
711460017,10
714195010,
712599216,5
713081799,8
711738234,"3,11"
712775245,5
711034665,
711064005,3
714408246,5
713772731,"3,9"
712583195,
710434548,
714227533,11
712896865,
711259173,
712191182,1
714232495,
709507512,3
710884438,5
713879899,5
712802751,
709606106,10
710995269,
710901352,3
712467235,9
712427178,8
714346566,5
711111664,"5,8"
712617062,3
709903984,0
714322146,9
711615621,
713868139,3
713838047,"1,13"
714317360,5
710975082,
710182798,
713580144,"5,8"
709816116,"5,8,10"
711136784,10
711981078,5
711916515,"5,8"
711365948,3
710448807,6
714137800,5
710700211,"5,8,9"
710540323,3
711105529,"5,8"
714114760,
709407536,
709929824,8
712678167,
712623883,10
710155948,3
713472825,"5,9"
712784642,5
710080943,
713341431,3
712367292,1
710086859,"5,8"
710435918,3
712753303,5
710107898,6
713127146,"3,5"
713848418,7
710786163,
710634308,3
710313554,
714062622,1
709808212,3
710404793,5
711419928,
710760752,5
710099572,10
712702056,3
709842181,
713786590,5
713309896,10
709402899,5
711925823,5
713096790,3
714287311,3
709849466,
710579409,
711083277,5
714193877,8
714276891,6
713091703,6
713296567,"5,8"
714285638,2
713926805,5
710657458,
